Code,Name,Lat,Lon,region1,region2
LBC,Lubeck Blankensee airport ,53.8069,10.7206,Germany,Germany
LBD,Khudzhand,40.215,69.695,Tajikistan,Tajikistan
LBE,Westmoreland County ,40.274663,-79.406052,United States,United States
LBF,Lee Bird Field ,41.125786,-100.688557,United States,United States
LBG,Le Bourget Airport,48.950933,2.443234,France,France
LBH,Sydney Palm Beach,-33.966667,151.25,Australia,Australia
LBI,Albi,43.915734,2.116691,France,France
LBJ,Labuan Bajo Mutiara,,,Indonesia,Indonesia
LBK,Liboi,0.4,40.95,Kenya,Kenya
LBL,Liberal Municipal Airport ,37.043503,-100.964188,United States,United States
LBM,Luabo,-18.5,36.166667,Mozambique,Mozambique
LBN,Lake Baringo,0.673443,36.100951,Kenya,Kenya
LBO,Lusambo,-4.966667,23.383333,Democratic Republic of Congo,Democratic Republic of Congo
LBP,Long Banga Airfield ,3.183333,115.45,Malaysia,Malaysia
LBQ,Lambarene,-0.7166,10.2333,Gabon,Gabon
LBR,Labrea,-7.280889,-64.767693,Brazil,Brazil
LBS,Labasa Airport ,-16.466749,179.339859,Fiji,Fiji
LBT,Lumberton,34.611232,-79.059337,United States,United States
LBU,Labuan,5.300708,115.250799,Malaysia,Malaysia
LBV,Libreville Airport ,0.458333,9.415,Gabon,Gabon
LBW,Longbawan,3.8803,115.7004,Indonesia,Indonesia
LBX,Lubang,13.856112,120.106941,Philippines,Philippines
LBY,La Baule Montoir,47.28813,-2.34678,France,France
LCA,Larnaca Airport ,34.876828,33.626309,Cyprus,Cyprus
LCC,Lecce Galatina,40.237499,18.134445,Italy,Italy
LCD,Louis Trichardt,-23.0569,29.87,South Africa,South Africa
LCE,Goloson International ,15.742222,-86.853333,Honduras,Honduras
LCG,La Coruna Airport ,43.302603,-8.378674,Spain,Spain
LCH,Lake Charles Municipal Airport ,30.126196,-93.218816,United States,United States
LCI,Laconia,43.574314,-71.42016,United States,United States
LCJ,Lodz Lublinek ,51.721668,19.39889,Poland,Poland
LCK,Rickenbacker International Airport,39.81708,-82.931117,United States,United States
LCL,La Coloma,22.336111,-83.641944,Cuba,Cuba
LCM,La Cumbre,-31,-64.533333,Argentina,Argentina
LCN,Balcanoona,-30.533333,139.316667,Australia,Australia
LCO,Lague,-2.448898,14.531934,Republic of  Congo,Republic of  Congo
LCR,La Chorrera,-0.733333,-73.016667,Colombia,Colombia
LCS,Las Canas,10.416667,-85.116667,Costa Rica,Costa Rica
LCV,Lucca,43.833333,10.583333,Italy,Italy
LCY,London City Airport ,51.503963,0.047118,United Kingdom,United Kingdom
LDA,Malda,25.033333,88.15,India,India
LDB,Londrina Airport ,-23.330278,-51.131668,Brazil,Brazil
LDC,Lindeman Island,-20.453698,149.038554,Australia,Australia
LDE,Tarbes Ossun Lourdes ,43.178805,-0.003693,France,France
LDG,Leshukonskoye,13.015549,80.227168,Russian Federation,Russian Federation
LDH,Lord Howe Island Airport ,,,Australia,Australia
LDI,Lindi Kikwetu,-9.85,39.7666,Tanzania,Tanzania
LDJ,Linden,40.616589,-74.244695,United States,United States
LDK,Lidkoeping,58.465842,13.177921,Sweden,Sweden
LDN,Lamidanda,27.3,86.75,Nepal,Nepal
LDO,Ladouanie,4.383333,-55.416667,Suriname,Suriname
LDR,Lawdar,13.883333,45.866667,Yemen,Yemen
LDU,Lahad Datu Airport ,5.028798,118.329082,Malaysia,Malaysia
LDV,Landivisiau Airport ,48.528332,-4.150833,France,France
LDW,Lansdowne,-17.583333,126.833333,Australia,Australia
LDX,Saint-Laurent Du Maroni,5.479132,-54.043738,French Guiana,French Guiana
LDY,Eglinton ,55.042594,-7.161469,United Kingdom,United Kingdom
LDZ,Londolozi,,,South Africa,South Africa
LEA,Learmouth (Exmouth),-22.233015,114.092045,Australia,Australia
LEB,Regional ,43.626369,-72.304269,United States,United States
LEC,Chapada Diamantina,30.246,63.039696,Brazil,Brazil
LED,Pulkovo ,62.272009,41.49024,Russian Federation,Russian Federation
LEE,Leesburg,30.419807,-83.300272,United States,United States
LEF,Lebakeng,-29.783333,28.583333,Lesotho,Lesotho
LEG,Aleg,52.092085,21.184192,Mauritania,Mauritania
LEH,Le Havre ,47.948008,6.961506,France,France
LEI,Almeria Airport ,36.845102,-2.369981,Spain,Spain
LEJ,Leipzig Arpt ,51.422005,12.222895,Germany,Germany
LEK,Labe,51.954962,4.613566,Guinea,Guinea
LEL,Lake Evella,38.448529,-1.022475,Australia,Australia
LEM,Lemmon,56.03149,8.388663,United States,United States
LEN,Leon Airport ,42.592898,-5.654108,Spain,Spain
LEO,Leconi,41.223236,-85.010928,Gabon,Gabon
LEP,Leopoldina,36.78203,-96.725471,Brazil,Brazil
LEQ,Lands End St Just,,,United Kingdom,United Kingdom
LER,Leinster,-27.844353,120.707674,Australia,Australia
LES,Lesobeng,42.810045,0.710633,Lesotho,Lesotho
LET,Leticia A.V. Cobo,-4.193317,-69.940243,Colombia,Colombia
LEU,Aeroport De La Seu ,44.193642,24.001301,Spain,Spain
LEV,Bureta Levuka Air,-17.683333,178.833333,Fiji,Fiji
LEW,Lewiston,51.755898,-1.531216,United States,United States
LEX,Blue Grass ,38.035182,-84.604559,United States,United States
LEZ,La Esperanza,42.909025,0.70061,Honduras,Honduras
LFI,Hampton Langley Afb,37.083802,-76.361379,United States,United States
LFK,Lufkin/Nacogdoches Angelina,31.231772,-94.749023,United States,United States
LFM,Lamerd,27.373899,53.191101,Iran,Iran
LFN,Louisburg Franklin,36.023349,-78.330262,United States,United States
LFO,Kelafo,5.5833,44.1833,Ethiopia,Ethiopia
LFP,Lakefield,-14.916667,144.333333,Australia,Australia
LFR,La Fria,8.235,-72.271111,Venezuela,Venezuela
LFT,Lafayette Regional ,30.205186,-91.987877,United States,United States
LFW,Lome Airport ,6.1666,1.25,Togo,Togo
LGA,LaGuardia Airport ,40.777742,-73.873209,United States,United States
LGB,Long Beach Municipal ,33.815498,-118.15035,United States,United States
LGC,La Grange,33.009898,-85.072743,United States,United States
LGD,La Grande,45.289384,-118.004096,United States,United States
LGF,Yuma Laguna Aaf,32.860554,-114.396111,United States,United States
LGG,Bierset ,50.637803,5.445642,Belgium,Belgium
LGH,Leigh Creek,-30.598333,138.426117,Australia,Australia
LGI,Deadmans Cay Airport ,23.179501,-75.09333,Bahamas,Bahamas
LGK,Langkawi Airport ,6.342418,99.731639,Malaysia,Malaysia
LGL,Long Lellang Airport ,3.416667,115.15,Malaysia,Malaysia
LGM,Laiagam,-5.533333,143.483333,Papua New Guinea,Papua New Guinea
LGN,Linga Linga,-5.683333,149.416667,Papua New Guinea,Papua New Guinea
LGO,Langeoog,53.75,7.483333,Germany,Germany
LGP,Legaspi Airport ,13.156944,123.734444,Philippines,Philippines
LGQ,Lago Agrio,,,Ecuador,Ecuador
LGR,Cochrane,-47.243847,-72.588417,Chile,Chile
LGS,Malargue,-35.484119,-69.582653,Argentina,Argentina
LGT,Las Gaviotas,4.583333,-70.833333,Colombia,Colombia
LGU,Logan,41.788895,-111.859763,United States,United States
LGW,Gatwick airport ,51.156297,-0.162245,United Kingdom,United Kingdom
LGX,Lugh Ganane,3.8,42.05,Somalia,Somalia
LGY,Lagunillas,8.516667,-71.4,Venezuela,Venezuela
LGZ,Leguizamo,50.637596,5.448181,Colombia,Colombia
LHA,Lahr Airport ,48.354834,7.824644,Germany,Germany
LHB,Lost Harbor Sea Port,54.236569,-165.592953,United States,United States
LHE,Lahore Airport ,31.5166,74.4,Pakistan,Pakistan
LHG,Lightning Ridge,-29.456667,147.984451,Australia,Australia
LHI,Lereh,-3.133333,139.9,Indonesia,Indonesia
LHK,Guanghua,32.266667,111.633333,China,China
LHN,Lishan,38.275099,-78.831292,Taiwan,Taiwan
LHP,Lehu,-6.416667,155.7,Papua New Guinea,Papua New Guinea
LHR,Heathrow airport ,51.469883,-0.448144,United Kingdom,United Kingdom
LHS,Las Heras,-46.538467,-68.96595,Argentina,Argentina
LHV,Lock Haven W.T. Piper,41.136112,-77.420555,United States,United States
LHW,Lanzhou,36.016667,103.75,China,China
LIA,Liangping,38.764662,16.327892,China,China
LIB,Limbunya,-17.333333,129.833333,Australia,Australia
LIC,Limon Municipal,40.74468,-73.9485,United States,United States
LID,Leiden Valkenburg,63.195825,10.308333,Netherlands,Netherlands
LIE,Libenge,46.180067,-0.089031,Democratic Republic of Congo,Democratic Republic of Congo
LIF,Lifou,-20.773611,167.242218,New Caledonia,New Caledonia
LIG,Bellegarde ,45.861534,1.181163,France,France
LIH,Lihue ,21.975987,-159.338951,United States,United States
LII,Mulia,61.86749,8.68195,Indonesia,Indonesia
LIJ,Long Island-AK,34.339489,64.170364,United States,United States
LIK,Likiep,9.823316,169.313562,Marshall Islands,Marshall Islands
LIL,Lesquin ,50.827305,4.361733,France,France
LIM,Jorge Chavez International ,-12.021425,-77.111545,Peru,Peru
LIN,Linate airport ,45.44523,9.278715,Italy,Italy
LIO,Limon,45.767299,4.834329,Costa Rica,Costa Rica
LIP,Lins,6.05,10.9,Brazil,Brazil
LIQ,Lisala,2.16,21.48,Democratic Republic of Congo,Democratic Republic of Congo
LIR,Liberia Airport ,10.59313,-85.542989,Costa Rica,Costa Rica
LIS,Lisbon Airport ,38.7763,-9.12841,Portugal,Portugal
LIT,Regional Airport ,34.727,-92.2219,United States,United States
LIV,Livengood,65.533333,-148.533333,United States,United States
LIW,Loikaw,52.375179,21.967719,Myanmar,Myanmar
LJA,Lodja,,,Democratic Republic of Congo,Democratic Republic of Congo
LJC,Louisville Intercontinental,,,United States,United States
LJG,Lijiang,26.964677,100.238611,China,China
LJN,Lake Jackson,29.110031,-95.461541,United States,United States
LJU,Brnik airport ,46.223255,14.460905,Slovenia,Slovenia
LKA,Larantuka,-8.346411,122.97917,Indonesia,Indonesia
LKB,Lakeba,,,Fiji,Fiji
LKC,Lekana,-2.316667,14.6,Republic of  Congo,Republic of  Congo
LKD,Lakeland Downs,-23.0569,29.87,Australia,Australia
LKE,Seattle-Tacoma Lake Union,-3.35,14.9,United States,United States
LKH,Long Akah airport ,47.805913,13.027221,Malaysia,Malaysia
LKI,Duluth Mn/Superior Lakeside Usaf,,,United States,United States
LKK,Kulik Lake,58.982079,-155.121277,United States,United States
LKL,Banak ,70.068587,24.965168,Norway,Norway
LKN,Leknes Airport ,,,Norway,Norway
LKO,Amausi ,26.75909,80.892377,India,India
LKR,Las Korei,11.1558,48.1995,Somalia,Somalia
LKS,Lakeside,26.169087,-80.180733,United States,United States
LKT,Lakota,5.85,-5.683333,Ivory Coast,Ivory Coast
LKU,Lake Rudolf,3.416667,35.883333,Kenya,Kenya
LKV,Lakeview,42.161066,-120.405011,United States,United States
LKY,Lake Manyara,-3.376306,35.818278,Tanzania,Tanzania
LKZ,Brandon,52.409443,0.560833,United Kingdom,United Kingdom
LLA,Kallax ,65.544956,22.119731,Sweden,Sweden
LLE,Malelane,-25.475416,31.567139,South Africa,South Africa
LLF,LingLing Airport,26.338888,111.610001,China,China
LLG,Chillagoe,-17.137872,144.528263,Australia,Australia
LLH,Las Limas,46.418155,-87.967583,Honduras,Honduras
LLI,Lalibela,11.97495,38.979953,Ethiopia,Ethiopia
LLL,Lissadel,-16.533336,128.644336,Australia,Australia
LLM,Long Lama,3.766667,114.4,Malaysia,Malaysia
LLN,Kelila,33.252651,-87.731779,Indonesia,Indonesia
LLP,Linda Downs,-23.016667,138.7,Australia,Australia
LLS,Las Lomitas,-24.7,-60.6,Argentina,Argentina
LLU,Alluitsup Paa,42.33624,2.89619,Greenland,Greenland
LLW,Lilongwe International ,-13.7833,33.7666,Malawi,Malawi
LLX,Lyndonville,44.567059,-72.022472,United States,United States
LLY,Mount Holly Burlington,39.942744,-74.845782,United States,United States
LMA,Lake Minchumina,,,United States,United States
LMB,Salima,-13.75,34.566667,Malawi,Malawi
LMC,Lamacarena,33.213982,-96.632736,Colombia,Colombia
LMD,Los Menucos,-40.833333,-68.133333,Argentina,Argentina
LME,Le Mans Arnage,47.948678,0.200347,France,France
LMG,Lamassa,-4.698764,152.760155,Papua New Guinea,Papua New Guinea
LMH,Limon,15.866667,-85.55,Honduras,Honduras
LMI,Lumi,-3.483333,142.033333,Papua New Guinea,Papua New Guinea
LML,Lae,8.917197,166.256909,Marshall Islands,Marshall Islands
LMM,Federal ,25.6856,-109.0817,Mexico,Mexico
LMN,Limbang Airport ,4.666667,115,Malaysia,Malaysia
LMP,Lampedusa Airport ,35.498457,12.618858,Italy,Italy
LMQ,Marsa El Brega,30.3752,19.5812,Libya,Libya
LMR,Lime Acres,-28.36175,23.440611,South Africa,South Africa
LMS,Louisville,33.146913,-89.061137,United States,United States
LMT,Kingsley Field ,42.156143,-121.733245,United States,United States
LMX,Lopez De Micay,3.043224,-77.552714,Colombia,Colombia
LMY,Lake Murray,-6.86057,141.417759,Papua New Guinea,Papua New Guinea
LMZ,Palma,-10.767667,40.478541,Mozambique,Mozambique
LNA,West Palm Beach Palm Beach County,26.59508,-80.086144,United States,United States
LNB,Lamen Bay,-16.583333,168.183333,Vanuatu,Vanuatu
LNC,Lengbati,,,Papua New Guinea,Papua New Guinea
LND,Lander Hunt Field,42.815235,-108.729836,United States,United States
LNE,Lonorore,,,Vanuatu,Vanuatu
LNF,Munbil,-4.866667,141.216667,Papua New Guinea,Papua New Guinea
LNG,Lese,-8.166667,146.116667,Papua New Guinea,Papua New Guinea
LNH,Lake Nash,-21,137.916667,Australia,Australia
LNI,Lonely Dew Stn,,,United States,United States
LNJ,Lincang,23.737393,100.024487,China,China
LNK,Lincoln Municipal Airport ,40.846852,-96.755035,United States,United States
LNM,Langimar,-7.22499,146.2167,Papua New Guinea,Papua New Guinea
LNN,Willoughby Lost Naton,41.686041,-81.389086,United States,United States
LNO,Leonora,-28.877625,121.315437,Australia,Australia
LNP,Wise,36.987077,-82.529911,United States,United States
LNQ,Loani,-10.433333,150.15,Papua New Guinea,Papua New Guinea
LNR,Lone Rock Tri Cty,43.20984,-90.180649,United States,United States
LNS,Lancaster Airport ,40.12172,-76.296118,United States,United States
LNV,Londolovit,-3.066667,152.616667,Papua New Guinea,Papua New Guinea
LNX,Smolensk,,,Russian Federation,Russian Federation
LNY,Lanai City Airport ,20.785596,-156.951407,United States,United States
LNZ,Hoersching ,48.231388,14.186389,Austria,Austria
LOA,Lorraine,38.403687,-111.642828,Australia,Australia
LOC,Lock,46.293087,7.510975,Australia,Australia
LOD,Longana,-15.366667,167.95,Vanuatu,Vanuatu
LOE,Loei,47.70634,7.766998,Thailand,Thailand
LOF,Loen,50.239159,7.441647,Marshall Islands,Marshall Islands
LOG,Longview,46.383333,13.75,United States,United States
LOH,Loja,51.263583,7.174034,Ecuador,Ecuador
LOK,Lodwar,48.181739,18.458412,Kenya,Kenya
LOL,Lovelock,6.441207,29.612949,United States,United States
LON,London,43.892576,-79.842279,United Kingdom,United Kingdom
LOO,Laghouat L'Mekrareg,7.857889,-9.283089,Algeria,Algeria
LOQ,Lobatse,-25.2,25.666667,Botswana,Botswana
LOS,Murtala Muhammed ,6.57752,3.32113,Nigeria,Nigeria
LOT,Lockport Lewis,6.800857,158.279378,United States,United States
LOU,Louisville Bowman Field,11.516667,-1.7,United States,United States
LOV,Monclova Airport ,26.9561,-101.4667,Mexico,Mexico
LOY,Loyangalani,53.231375,8.266746,Kenya,Kenya
LOZ,London (LOZ),37.087035,-84.077235,United States,United States
LPA,Gran Canaria airport ,,,Spain,Spain
LPB,El Alto ,-16.509618,-68.190412,Bolivia,Bolivia
LPC,Lompoc,34.666886,-120.466402,United States,United States
LPD,La Pedrera,-1.327222,-69.580002,Colombia,Colombia
LPE,La Primavera,3.733333,-76.216667,Colombia,Colombia
LPG,La Plata,-34.972222,-57.894694,Argentina,Argentina
LPH,Lochgilphead Hlpt,56.05,-5.433333,United Kingdom,United Kingdom
LPI,Linkoping Airport ,58.406302,15.679193,Sweden,Sweden
LPJ,Pijiguaos,7,-67.666667,Venezuela,Venezuela
LPK,Lipetsk,,,Russian Federation,Russian Federation
LPL,Liverpool John Lennon airport ,53.336561,-2.854597,United Kingdom,United Kingdom
LPM,Lamap,-17.491468,168.495624,Vanuatu,Vanuatu
LPO,La Porte,41.576025,-86.734595,United States,United States
LPP,Lappeenranta Airport ,61.044088,28.156438,Finland,Finland
LPQ,Luang Prabang Airport ,19.8952,102.1474,Laos,Laos
LPS,Lopez Island,-21.78078,-41.322478,United States,United States
LPT,Lampang,18.278468,99.505767,Thailand,Thailand
LPU,Longapung,0.583333,115.6,Indonesia,Indonesia
LPW,Little Port Walter,56.383333,-134.833333,United States,United States
LPX,Liepaya,56.520194,21.098446,Latvia,Latvia
LPY,Loudes ,45.080497,3.762935,France,France
LQK,Pickens,34.810001,-82.702774,United States,United States
LQM,Puerto Leguizamo,-0.1667,-74.766701,Colombia,Colombia
LQN,Qala Nau,34.9866,63.1181,Afghanistan,Afghanistan
LRA,Larisa,39.649723,22.463055,Greece,Greece
LRB,Leribe,-28.966667,28,Lesotho,Lesotho
LRD,Laredo International Airport ,27.543739,-99.46154,United States,United States
LRE,Longreach Airport ,-23.437469,144.278118,Australia,Australia
LRG,Lora Lai,30.366667,68.616667,Pakistan,Pakistan
LRH,La Rochelle Airport ,46.176004,-1.194524,France,France
LRI,Lorica,9.033333,-75.7,Colombia,Colombia
LRJ,Lemars Municipal,42.778977,-96.188678,United States,United States
LRL,Lama-Kara,9.7833,1.1,Togo,Togo
LRM,La Romana Airport ,18.411388,-68.941666,Dominican Republic,Dominican Republic
LRN,Moses Lake Larson Afb,28.589852,-80.846911,United States,United States
LRQ,Laurie River,56.25,-101.3,Canada,Canada
LRR,Lar A/P,46.313262,8.025429,Iran,Iran
LRS,Leros Airport ,37.183613,26.801111,Greece,Greece
LRT,Lann Bihoue ,47.754194,-3.437549,France,France
LRU,Las Cruces,32.289344,-106.928003,United States,United States
LRV,Los Roques,11.860341,-66.751082,Venezuela,Venezuela
LSA,Losuia,-8.5,151.083333,Papua New Guinea,Papua New Guinea
LSB,Lordsburg,32.333639,-108.69445,United States,United States
LSC,La Florida ,-29.917223,-71.199722,Chile,Chile
LSD,Lexington Creech Aaf,38.083412,-84.316597,United States,United States
LSE,La Crosse Municipal Airport ,43.875426,-91.262722,United States,United States
LSF,Columbus Lawson Aaf,32.337188,-84.989737,United States,United States
LSG,Ishigaki-shima,46.231761,7.870812,Japan,Japan
LSH,Lashio,22.978333,97.751663,Myanmar,Myanmar
LSI,Sumburgh ,59.876859,-1.293144,United Kingdom,United Kingdom
LSJ,Long Island,-5.363431,147.016076,Papua New Guinea,Papua New Guinea
LSL,Los Chiles,11.034233,-84.706642,Costa Rica,Costa Rica
LSM,Long Semado Lawas,4.216667,115.6,Malaysia,Malaysia
LSN,Los Banos,37.062073,-120.869492,United States,United States
LSO,Les Sables Talmout,46.483333,-1.75,France,France
LSP,Las Piedras J. Camejo,11.779445,-70.152496,Venezuela,Venezuela
LSQ,Los Angeles M. Dolores,-37.401669,-72.425835,Chile,Chile
LSR,Lost River,65.396164,-167.162979,United States,United States
LSS,Terre De Haut,15.866667,-61.583333,Guadeloupe,Guadeloupe
LST,Launceston Airport ,-41.545283,147.210344,Australia,Australia
LSU,Long Sukang,30.396928,-91.194787,Malaysia,Malaysia
LSV,Las Vegas Nellis Afb,36.23543,-115.036383,United States,United States
LSW,Lhokseumawe,,,Indonesia,Indonesia
LSX,Lhok Sukon,5.0667,97.25,Indonesia,Indonesia
LSY,Lismore Airport ,-28.824903,153.259002,Australia,Australia
LSZ,Losinj (Mali),,,Croatia,Croatia
LTA,Tzaneen,-23.82686,30.32361,South Africa,South Africa
LTB,Latrobe,-41.233333,146.4,Australia,Australia
LTC,Lai,9.416667,16.016667,Chad,Chad
LTD,Ghadames,30.13275,9.713278,Libya,Libya
LTF,Leitre,-2.83749,141.625,Papua New Guinea,Papua New Guinea
LTH,Lathrop Wells Jackass,36.666667,-116.65,United States,United States
LTI,Altai,46.36977,96.235497,Mongolia,Mongolia
LTK,Latakia Hmelmin,35.402473,35.948029,Syria,Syria
LTL,Lastourville,-0.8333,12.7166,Gabon,Gabon
LTM,Lethem,3.371667,-59.790001,Guyana,Guyana
LTN,Luton Airport ,51.878469,-0.369202,United Kingdom,United Kingdom
LTO,Loreto Airport ,25.9858,-111.3533,Mexico,Mexico
LTP,Lyndhurst,-19.198928,144.371176,Australia,Australia
LTQ,Le Touquet Paris Plag,,,France,France
LTR,Letterkenny,54.95,-7.733333,Ireland,Ireland
LTS,Altus Altus Afb,34.663887,-99.273888,United States,United States
LTT,La Mole ,43.208611,6.4825,France,France
LTV,Lotus Vale,-17.083333,141.366667,Australia,Australia
LTW,Patuxent/Leonardtown St. Mary'S,38.315566,-76.551062,United States,United States
LTX,"Cotopaxi International, Latacunga",,,Ecuador,Ecuador
LUA,Lukla,27.6841,86.7353,Nepal,Nepal
LUB,Lumid Pau,2.4,-59.433333,Guyana,Guyana
LUC,Laucala Island,44.313702,2.535255,Fiji,Fiji
LUD,Luderitz,-26.6762,15.2468,Namibia,Namibia
LUE,Lucenec,44.230769,-0.984449,Slovakia,Slovakia
LUF,Phoenix Luke Afb,33.533395,-112.380662,United States,United States
LUG,Lugano Airport ,46.004788,8.908712,Switzerland,Switzerland
LUH,Ludhiana Airport ,49.96217,13.846701,India,India
LUI,La Union,15.133333,-86.583333,Honduras,Honduras
LUJ,Lusisiki,-31.366667,29.583333,South Africa,South Africa
LUK,Cincinnati Lunken Fld,39.105859,-84.417721,United States,United States
LUM,Luxi Mangshi,24.483333,98.516667,China,China
LUN,Lusaka Airport ,-15.32531,28.44602,Zambia,Zambia
LUO,Luena Luso,34.655556,112.4,Angola,Angola
LUP,Kalaupapa Airport ,21.211041,-156.973602,United States,United States
LUQ,San Luis,-33.277202,-66.352226,Argentina,Argentina
LUR,Cape Lisburne,31.743127,-89.144815,United States,United States
LUS,Lusanga,44.666085,5.706034,Democratic Republic of Congo,Democratic Republic of Congo
LUT,Laura Station,8.2,28.433333,Australia,Australia
LUU,Laura,-15.666667,144.166667,Australia,Australia
LUV,Langgur,54.699862,10.000441,Indonesia,Indonesia
LUW,Luwuk,-0.933333,122.783333,Indonesia,Indonesia
LUX,Luxembourg Airport ,49.625448,6.211555,Luxembourg,Luxembourg
LUY,Lushoto,46.126603,7.173558,Tanzania,Tanzania
LUZ,Lushan,39.024151,-27.98715,China,China
LVA,Laval,50.427779,15.574507,France,France
LVB,Livramento Galpoes,-13.652018,-41.83298,Brazil,Brazil
LVD,Lime Village,61.358486,-155.440353,United States,United States
